loss,val_loss,val_acc
1.6997959613800049,1.516798734664917,0.4179574251174927
1.4222257137298584,1.3820626735687256,0.47347521781921387
1.2953563928604126,1.3162779808044434,0.5004528760910034
1.2006069421768188,1.2685762643814087,0.5239508152008057
1.1206207275390625,1.254312515258789,0.5298610925674438
1.0464366674423218,1.2704671621322632,0.5261096358299255
0.979968249797821,1.2574336528778076,0.5300347208976746
0.9151767492294312,1.282423973083496,0.5352732539176941
0.8423625230789185,1.3054134845733643,0.5353562831878662
0.7738966345787048,1.3221054077148438,0.5333635210990906
